Year,Sex,Type,Cancer_Type,Age_0_to_4,Age_5_to_9,Age_10_to_14,Age_15_to_19,Age_20_to_24,Age_25_to_29,Age_30_to_34,Age_35_to_39,Age_40_to_44,Age_45_to_49,Age_50_to_54,Age_55_to_59,Age_60_to_64,Age_65_to_69,Age_70_to_74,Age_75_to_79,Age_80_to_84,Age_85+,Age_Unknown,Age_Std_Rate_Aust,Age_Std_Rate_Segi,Age_Std_Rate_WHO
2006,Persons,Incidence,Acute lymphoblastic leukaemia,6.643297,2.944934,2.385184,1.579686,0.897520,0.579044,0.474852,0.265106,0.263775,0.473699,0.964510,0.874409,0.919460,2.069534,1.762448,1.280454,1.245522,1.568913,0.000000,1.488467,1.899490,1.670388
2007,Persons,Incidence,Acute lymphoblastic leukaemia,8.155759,3.163689,2.097167,1.548510,0.809094,0.698803,0.617672,1.092766,0.598312,0.794781,0.655471,0.478395,1.042487,0.374701,1.093328,0.547735,0.973523,0.593232,0.000000,1.551252,2.070042,1.794917
2008,Persons,Incidence,Acute lymphoblastic leukaemia,6.651758,2.922042,2.169009,1.381586,1.113759,0.399998,0.274284,0.440375,0.400158,0.650270,1.001563,1.261238,1.342144,0.846269,0.912025,1.279867,1.426391,0.567286,0.000000,1.440043,1.857584,1.629926
2009,Persons,Incidence,Acute lymphoblastic leukaemia,6.803752,3.045836,2.596923,1.504337,0.569125,0.443794,0.474134,0.187000,0.727483,0.643323,0.769187,0.543828,1.209482,1.154917,1.469944,1.461014,0.749840,1.415939,0.000000,1.459465,1.891174,1.651642
2010,Persons,Incidence,Acute lymphoblastic leukaemia,6.072561,3.823094,2.193628,1.665519,0.703418,1.064587,0.706018,0.764219,0.289090,0.496473,0.627231,0.733495,0.883314,1.018373,1.192786,0.786066,1.394427,0.912688,0.000000,1.479258,1.904965,1.685929
2011,Persons,Incidence,Acute lymphoblastic leukaemia,,,,,,,,,,,,,,,,,,,,,,
1968,Male,Mortality,Acute lymphoblastic leukaemia,1.702884,1.607554,0.693337,0.551415,0.787932,0.485350,0.000000,0.259173,0.247541,0.000000,0.312333,1.040193,0.437616,1.184273,1.727623,0.000000,2.439381,5.396654,0.000000,0.745150,0.793384,0.744593
1969,Male,Mortality,Acute lymphoblastic leukaemia,2.353495,1.906578,2.531103,0.722226,0.565818,0.689780,0.000000,0.000000,0.244708,0.260409,0.316708,0.678723,1.705946,1.146993,4.299115,3.870368,4.737540,0.000000,0.000000,1.134298,1.190637,1.128028
1970,Male,Mortality,Acute lymphoblastic leukaemia,2.468392,2.696829,0.820059,1.068730,1.088137,0.218113,0.250131,0.528934,0.000000,0.509178,0.314277,1.000403,1.674285,2.243485,2.516947,3.913843,0.000000,0.000000,0.000000,1.076736,1.197159,1.114316
1971,Male,Mortality,Acute lymphoblastic leukaemia,3.286688,3.756462,1.716674,0.346158,0.515865,0.200991,0.234840,0.000000,0.721195,0.245354,0.294749,1.957145,1.203997,0.527340,1.574245,2.569868,4.564230,4.749015,0.000000,1.215446,1.345889,1.243360
1972,Male,Mortality,Acute lymphoblastic leukaemia,2.748423,3.158086,1.224222,0.675425,0.173971,0.562487,0.681007,0.000000,0.484332,0.245214,0.567237,0.647647,0.389583,1.538840,0.758294,2.575461,4.503997,4.621072,0.000000,1.067592,1.162700,1.083548
1973,Male,Mortality,Acute lymphoblastic leukaemia,1.963224,2.228004,1.057201,0.829271,0.518217,0.536421,0.000000,0.249931,0.000000,0.000000,0.545546,0.325118,0.756453,0.997198,2.920305,2.573473,2.236886,4.442075,0.000000,0.893279,0.945528,0.885196
1974,Male,Mortality,Acute lymphoblastic leukaemia,1.663237,1.742787,1.498534,1.133069,0.681495,0.173286,0.425265,0.000000,0.000000,0.000000,0.261789,0.656713,1.099429,0.485281,2.096231,7.605816,2.238288,0.000000,0.000000,0.930768,0.931678,0.907012
1975,Male,Mortality,Acute lymphoblastic leukaemia,1.986079,2.188375,0.903487,2.065256,0.339892,0.000000,0.205405,0.235301,0.000000,0.000000,0.258128,0.000000,0.358384,0.472657,1.375648,4.775549,6.809979,4.179554,0.000000,0.941819,0.949625,0.911361
1976,Male,Mortality,Acute lymphoblastic leukaemia,1.423379,1.829279,1.226452,1.087465,0.843478,0.667167,0.000000,0.000000,0.000000,0.243124,0.508259,0.000000,0.355693,1.374841,0.668539,1.126481,4.547005,8.027937,0.000000,0.841172,0.865821,0.824408
1977,Male,Mortality,Acute lymphoblastic leukaemia,1.802224,2.081914,1.087203,1.366158,0.166226,0.506788,0.370771,0.452827,0.255674,0.745188,0.000000,0.000000,0.000000,3.566413,1.291748,1.089206,2.275624,3.919110,0.000000,0.906550,0.983263,0.921903
1978,Male,Mortality,Acute lymphoblastic leukaemia,1.508837,1.766231,0.782676,1.499012,0.326332,0.167670,0.000000,0.443306,0.000000,0.253832,0.000000,0.000000,0.000000,0.433870,0.000000,2.094504,0.000000,0.000000,0.000000,0.538824,0.678345,0.613089
1979,Male,Mortality,Acute lymphoblastic leukaemia,1.197699,1.479743,0.779820,0.894844,1.112361,0.166158,0.171579,0.000000,0.494458,0.517806,0.251184,0.838141,0.358445,0.000000,0.606028,2.005314,0.000000,0.000000,0.000000,0.621539,0.708326,0.667725
1980,Male,Mortality,Acute lymphoblastic leukaemia,1.379558,3.297164,1.229889,2.100446,0.931613,0.327572,0.166713,0.000000,0.241161,0.263083,0.252203,0.000000,0.708496,1.627478,1.763565,0.976849,2.032314,10.994246,0.000000,1.061416,1.135933,1.068788
1981,Male,Mortality,Acute lymphoblastic leukaemia,1.371700,1.232470,1.338814,1.059356,0.151552,0.803329,0.321413,0.595028,0.234092,0.265020,0.505626,1.080681,1.027936,2.798377,1.136176,0.941699,1.921008,3.599194,0.000000,0.894689,0.918329,0.884807
1982,Male,Mortality,Acute lymphoblastic leukaemia,0.676007,2.372052,1.012206,1.063658,1.479375,0.947589,0.482169,0.730935,0.225202,0.260751,0.764772,0.267290,0.985367,1.188025,1.089764,0.902494,5.466771,0.000000,0.000000,0.951978,0.983394,0.971769
1983,Male,Mortality,Acute lymphoblastic leukaemia,0.999720,2.097688,1.856353,1.680639,1.023271,0.000000,1.279996,0.171817,0.437534,0.254382,0.519009,1.054074,0.313024,2.382370,4.199365,0.866138,10.386193,6.892036,0.000000,1.306860,1.189695,1.212400
1984,Male,Mortality,Acute lymphoblastic leukaemia,1.647685,1.151795,1.145705,0.912054,1.601558,0.460340,0.319057,0.829505,0.420141,0.493631,0.526422,0.522851,1.490437,1.202979,2.010464,3.318401,3.272519,9.934762,0.000000,1.141789,1.069164,1.061136
1985,Male,Mortality,Acute lymphoblastic leukaemia,0.976923,1.991490,1.446839,1.799162,1.165248,0.149912,0.478127,0.640389,0.201599,1.190006,0.266666,1.038726,1.160476,1.575374,2.924818,5.541043,4.730742,6.171506,0.000000,1.287969,1.181321,1.193257
1986,Male,Mortality,Acute lymphoblastic leukaemia,0.807728,1.322581,0.595059,1.307093,0.881806,0.586719,0.471924,0.000000,0.384529,0.000000,0.530505,1.039409,1.706489,0.751733,0.955365,3.766705,4.522090,8.643789,0.000000,0.960047,0.850765,0.863877
1987,Male,Mortality,Acute lymphoblastic leukaemia,0.961298,1.303860,1.378729,1.130327,0.444806,0.862078,0.462417,0.314815,0.355664,0.223881,0.000000,0.000000,1.969634,1.434180,2.348509,2.179124,2.842241,8.274949,0.000000,0.954101,0.903672,0.890848
1988,Male,Mortality,Acute lymphoblastic leukaemia,0.317759,0.479445,0.778998,1.670393,0.891354,0.705727,0.602671,0.468037,0.670977,0.650790,0.761626,1.332264,2.215269,1.026378,2.821259,1.396853,4.065812,5.279134,0.000000,1.035738,0.905728,0.938244
1989,Male,Mortality,Acute lymphoblastic leukaemia,0.156978,1.883718,0.942968,2.215612,0.738325,0.557304,0.293567,0.462224,0.000000,1.244065,0.492696,0.808275,1.370900,0.977301,0.471251,1.335140,2.595178,2.501251,0.000000,0.893270,0.904502,0.894751
1990,Male,Mortality,Acute lymphoblastic leukaemia,1.084883,1.699311,0.473192,0.975710,0.726192,0.419094,0.572121,0.761856,0.468413,0.397237,0.237947,1.635194,0.543752,0.637371,2.753708,1.941283,2.475983,2.405812,0.000000,0.899120,0.871191,0.866993
1991,Male,Mortality,Acute lymphoblastic leukaemia,0.153303,1.379484,1.253308,1.431080,0.707090,0.142303,1.120787,0.150551,0.457919,0.000000,0.922165,0.272256,1.363219,0.624723,1.312945,2.515834,3.553955,0.000000,0.000000,0.808669,0.769102,0.788570
1992,Male,Mortality,Acute lymphoblastic leukaemia,0.911279,0.762526,1.401337,1.772225,1.519660,0.288684,0.413483,0.296230,0.765795,1.068852,0.224355,0.802585,0.827883,0.615987,2.510019,1.852481,0.000000,4.228330,0.000000,0.947812,0.953339,0.940687
1993,Male,Mortality,Acute lymphoblastic leukaemia,0.755010,0.764326,0.308289,1.209325,0.548267,0.731565,0.274017,0.730556,0.306598,0.336320,0.659304,0.522441,0.279842,1.518538,2.398580,2.453310,4.298117,5.967774,0.000000,0.858085,0.739302,0.760259
1994,Male,Mortality,Acute lymphoblastic leukaemia,0.752131,1.679577,1.831952,1.073251,0.686974,1.028719,0.545646,0.432480,0.000000,0.325196,1.056187,0.763874,2.258528,2.111442,1.520392,2.455916,4.069383,7.522190,0.000000,1.154963,1.085110,1.084197
1995,Male,Mortality,Acute lymphoblastic leukaemia,0.751916,1.817317,1.057968,1.389275,0.831328,0.290532,0.823977,0.705661,0.301446,0.473820,1.213825,0.493658,0.567982,0.898454,0.743475,3.552566,0.000000,5.301009,0.000000,0.950738,0.927267,0.925135
1996,Male,Mortality,Acute lymphoblastic leukaemia,0.452649,1.800753,0.749221,1.381343,1.135090,0.283154,0.696519,0.000000,1.187922,0.460385,0.776728,0.239351,0.568035,2.084649,2.547771,1.678688,4.746715,3.333167,0.000000,0.992543,0.922106,0.934051
1997,Male,Mortality,Acute lymphoblastic leukaemia,0.452562,0.892176,0.748576,0.922260,1.169539,0.831392,0.282753,0.272369,0.146325,0.463405,0.180146,0.231306,0.834047,0.595736,2.139106,1.058028,2.773540,3.144852,0.000000,0.702174,0.676314,0.677873
1998,Male,Mortality,Acute lymphoblastic leukaemia,1.363955,0.736759,1.943126,1.528274,0.599897,0.412793,0.572318,0.942644,0.144667,0.613730,1.018856,1.343668,0.811010,0.899340,2.092700,1.502938,0.907762,4.421583,0.000000,1.012081,1.014833,0.998576
1999,Male,Mortality,Acute lymphoblastic leukaemia,0.304612,1.606815,0.742718,1.814169,1.222055,0.965746,0.430040,0.803273,0.427252,0.759168,0.654985,1.072287,1.568095,0.602758,2.390596,1.422273,2.679864,4.145192,0.000000,1.048137,1.000170,1.010147
2000,Male,Mortality,Acute lymphoblastic leukaemia,0.459263,0.871846,0.588122,0.744099,1.077694,0.418796,0.142003,0.000000,0.139715,1.206204,0.793024,1.231843,2.259972,2.424926,0.671851,4.124826,2.537835,2.596121,0.000000,0.901484,0.803617,0.815956
2001,Male,Mortality,Acute lymphoblastic leukaemia,0.459381,1.451172,0.435796,0.438498,0.916669,0.864182,0.830506,0.407124,0.274002,0.298104,0.000000,0.588905,1.216004,0.900033,0.995022,0.000000,2.355102,0.000000,0.000000,0.638721,0.660855,0.655576
2002,Male,Mortality,Acute lymphoblastic leukaemia,0.307426,0.436816,0.862303,1.304374,0.747618,0.293217,0.676669,0.137297,0.402627,0.734129,0.620555,0.366378,0.709123,1.757459,1.327043,2.161657,2.210238,3.545094,0.000000,0.756770,0.679589,0.699544
2003,Male,Mortality,Acute lymphoblastic leukaemia,0.153700,0.878991,0.426584,0.000000,0.728067,0.147866,0.668696,0.554880,0.794435,0.866102,0.772498,0.691919,0.691459,1.996036,2.339541,1.683530,2.778588,5.737432,0.000000,0.809736,0.647904,0.689777
2004,Male,Mortality,Acute lymphoblastic leukaemia,0.460474,0.735854,0.423497,0.286591,0.426445,0.296257,0.133550,0.138787,0.395011,0.282891,0.613279,0.167278,0.665942,2.492219,0.335864,2.880457,0.657177,1.113673,0.000000,0.531973,0.490716,0.490332
2005,Male,Mortality,Acute lymphoblastic leukaemia,0.457287,0.590457,0.562605,0.991597,0.555668,0.440731,0.536889,0.411021,0.395649,0.277976,0.910570,0.812216,0.212989,0.804417,2.356593,0.809022,1.263408,2.072303,0.000000,0.660056,0.613372,0.624263
2006,Male,Mortality,Acute lymphoblastic leukaemia,0.000000,0.441891,0.703844,0.559741,0.543170,0.287269,0.681275,0.266684,0.132808,0.136688,0.447653,0.477028,0.814818,1.570537,0.665905,0.400008,2.432972,0.968373,0.000000,0.499440,0.452892,0.473129
2007,Male,Mortality,Acute lymphoblastic leukaemia,0.145719,0.147000,0.281725,1.096505,0.923939,0.000000,0.413074,0.129456,0.133899,0.000000,0.146649,0.799146,0.567395,0.503629,0.973043,0.795738,2.349997,3.606105,0.000000,0.464842,0.405030,0.426076
2008,Male,Mortality,Acute lymphoblastic leukaemia,0.281590,0.292538,0.422353,0.403358,0.766345,0.263280,0.274723,0.507135,0.537174,0.262466,0.432679,0.792024,0.357189,0.730092,1.259196,2.385316,2.840022,1.704420,0.000000,0.573779,0.475883,0.507833
2009,Male,Mortality,Acute lymphoblastic leukaemia,0.136618,0.144930,0.140527,1.064620,0.245814,0.124795,0.135445,0.251171,0.266507,0.129797,0.282041,0.156434,1.207942,0.232353,0.606719,2.375871,1.105180,0.806406,0.000000,0.387225,0.337073,0.349359
2010,Male,Mortality,Acute lymphoblastic leukaemia,0.133990,0.859710,0.000000,0.800725,0.606746,0.484045,0.266818,0.125896,0.262173,0.259549,0.552674,0.924817,0.167494,0.664833,1.453362,1.970342,3.756755,2.279912,0.000000,0.579348,0.486470,0.513053
2011,Male,Mortality,Acute lymphoblastic leukaemia,0.133596,0.421227,0.281079,0.937585,0.364312,0.118894,0.130003,0.255688,0.127106,0.261730,0.135203,0.000000,1.636131,1.476005,2.518920,1.934902,2.098944,0.719062,0.000000,0.523948,0.453265,0.464146
1968,Female,Mortality,Acute lymphoblastic leukaemia,0.717498,1.687749,0.908764,1.341019,0.000000,0.000000,0.568823,0.279319,0.000000,0.000000,0.312964,0.000000,1.290151,0.000000,0.615657,1.649838,5.669256,0.000000,0.000000,0.622504,0.632656,0.620120
1969,Female,Mortality,Acute lymphoblastic leukaemia,2.293784,2.676498,0.353902,0.563262,0.198038,0.740017,0.273591,0.563326,0.000000,0.000000,0.316504,1.021193,0.414266,0.500646,1.235399,0.000000,6.836765,4.917267,0.000000,0.866137,0.922449,0.863948
1970,Female,Mortality,Acute lymphoblastic leukaemia,2.414393,2.506035,0.517732,1.109178,0.190752,0.000000,0.264806,0.000000,0.263877,0.000000,0.315007,1.333609,0.402322,0.000000,1.219059,0.814671,4.000320,2.312192,0.000000,0.769182,0.883012,0.805997
1971,Female,Mortality,Acute lymphoblastic leukaemia,2.619412,3.621179,1.802386,0.895215,0.536615,0.215119,0.000000,0.000000,0.258098,0.000000,0.000000,0.322657,1.872358,0.000000,2.326379,0.000000,0.000000,2.179932,0.000000,0.886760,1.140084,1.004945
1972,Female,Mortality,Acute lymphoblastic leukaemia,2.549374,2.828332,0.642702,0.874779,0.361209,0.599055,0.243414,0.538309,0.000000,0.000000,0.286140,2.222780,0.729435,1.382425,1.145233,0.783521,0.000000,4.154204,0.000000,0.928045,1.074435,0.982885
1973,Female,Mortality,Acute lymphoblastic leukaemia,1.417816,1.843930,1.431384,1.031731,0.357550,0.000000,0.000000,0.000000,0.266120,0.256356,0.000000,1.264430,0.000000,0.886792,0.559892,1.557450,6.016485,3.955462,0.000000,0.769201,0.789977,0.758024
1974,Female,Mortality,Acute lymphoblastic leukaemia,1.896145,3.165395,0.950415,1.008607,0.526552,0.365098,0.000000,0.000000,0.270251,0.000000,0.267176,0.000000,0.342014,0.858889,0.000000,3.091071,0.000000,1.878322,0.000000,0.735492,0.901044,0.811348
1975,Female,Mortality,Acute lymphoblastic leukaemia,1.757076,1.807938,0.797751,0.827475,0.173482,0.352275,0.218772,0.000000,0.548324,0.000000,0.263979,0.312542,0.666916,0.000000,1.082696,0.735565,0.000000,0.000000,0.000000,0.568141,0.707386,0.634583
1976,Female,Mortality,Acute lymphoblastic leukaemia,1.155892,2.719595,0.974300,0.648216,0.344487,0.171310,0.211598,0.244142,0.275032,0.520572,0.783404,0.609177,0.328363,0.806679,0.529476,2.119767,1.119031,0.000000,0.000000,0.726014,0.811292,0.762222
1977,Female,Mortality,Acute lymphoblastic leukaemia,1.714498,2.175207,1.311265,0.317088,0.170177,0.862210,0.000000,0.000000,0.810336,0.265104,0.000000,0.294055,0.653193,0.388618,1.032663,1.392128,1.109410,1.603335,0.000000,0.700978,0.814616,0.745468
1978,Female,Mortality,Acute lymphoblastic leukaemia,0.528089,2.145068,1.481267,0.626298,0.000000,0.170833,0.184510,0.234069,0.264640,0.269906,0.000000,0.000000,0.652373,0.000000,0.994372,0.684927,1.091465,0.000000,0.000000,0.511696,0.596701,0.558117
1979,Female,Mortality,Acute lymphoblastic leukaemia,0.717337,2.315744,0.653962,0.622035,1.309951,0.338145,0.356130,0.225308,0.000000,0.000000,0.000000,0.549608,0.657804,0.363339,0.962728,0.000000,3.231435,1.467222,0.000000,0.629993,0.701173,0.671382
1980,Female,Mortality,Acute lymphoblastic leukaemia,1.810633,1.407691,0.965010,0.467995,0.319947,0.166846,0.172221,0.000000,0.253052,0.276686,0.529059,0.539110,0.324230,0.707129,0.465192,2.637357,2.048005,1.400482,0.000000,0.644564,0.703197,0.654969
1981,Female,Mortality,Acute lymphoblastic leukaemia,0.898634,1.611731,1.241983,1.100169,0.311513,0.329179,0.496123,0.412461,0.000000,0.000000,0.000000,0.539875,0.000000,0.349564,2.217974,2.590338,0.979749,2.673618,0.000000,0.684517,0.706185,0.687485
1982,Female,Mortality,Acute lymphoblastic leukaemia,2.306748,1.492733,0.754298,0.634027,0.760526,0.161174,0.494735,0.570343,0.237103,0.000000,0.534998,0.537438,0.602960,1.722255,0.000000,0.000000,3.810467,5.145952,0.000000,0.799997,0.871715,0.815460
1983,Female,Mortality,Acute lymphoblastic leukaemia,0.701672,0.847956,0.298016,0.319301,0.150521,0.317976,0.162874,0.357724,0.230727,0.534811,0.544572,0.000000,0.291073,1.029979,0.412572,0.000000,4.616720,2.491777,0.000000,0.487493,0.452768,0.448850
1984,Female,Mortality,Acute lymphoblastic leukaemia,0.520002,1.209708,1.198838,0.953057,0.601413,0.312934,0.483940,0.344844,0.442305,0.000000,0.552434,0.534154,0.841493,0.692463,1.980975,1.702417,2.656678,1.201548,0.000000,0.725368,0.705811,0.706864
1985,Female,Mortality,Acute lymphoblastic leukaemia,1.195798,1.222564,0.757929,0.627226,0.452556,0.306538,0.319895,0.000000,0.000000,0.250946,0.279297,0.802274,0.549663,1.367844,0.771611,3.804761,0.866491,1.125987,0.000000,0.644001,0.657914,0.633617
1986,Female,Mortality,Acute lymphoblastic leukaemia,0.848227,0.696124,0.938463,0.303642,0.152372,0.449971,0.000000,0.160014,0.202341,0.000000,0.555784,1.618551,0.271862,0.657681,0.757998,1.043297,0.842574,2.114411,0.000000,0.513656,0.516632,0.501573
1987,Female,Mortality,Acute lymphoblastic leukaemia,0.672803,0.514955,0.645425,1.473824,0.459593,0.439618,0.464069,0.320374,0.186612,0.474243,0.271693,0.544647,0.000000,0.948947,0.748495,1.005672,1.615757,4.115480,0.000000,0.612859,0.599141,0.596244
1988,Female,Mortality,Acute lymphoblastic leukaemia,0.666508,0.843700,0.328257,0.870474,0.459639,0.143654,0.151332,0.630441,0.350868,0.000000,0.000000,0.275081,0.540446,0.910968,1.121416,0.971525,1.549691,2.003747,0.000000,0.499979,0.498320,0.488934
1989,Female,Mortality,Acute lymphoblastic leukaemia,0.329588,1.159203,1.821560,0.144713,0.759086,0.424704,0.295256,0.154867,0.335617,0.219337,0.770857,1.108058,0.269832,1.166609,1.128621,1.396772,2.989336,2.906751,0.000000,0.723065,0.682121,0.691693
1990,Female,Mortality,Acute lymphoblastic leukaemia,0.326306,0.487820,0.666058,1.313913,0.298580,0.565949,0.143999,0.152328,0.323230,0.000000,0.000000,0.278445,0.269794,0.286893,1.477989,1.359367,6.459716,0.946889,0.000000,0.545479,0.483195,0.501567
1991,Female,Mortality,Acute lymphoblastic leukaemia,0.645785,0.806725,0.497258,0.300616,0.435010,0.286971,0.140459,0.301133,0.156462,0.000000,0.968120,0.836475,0.270205,2.277593,1.062846,2.217275,0.687687,2.726603,0.000000,0.593162,0.545119,0.544572
1992,Female,Mortality,Acute lymphoblastic leukaemia,1.438773,0.963018,0.657753,0.621020,0.000000,0.290379,0.552130,0.295491,0.155959,0.000000,0.471901,0.819605,1.096113,1.417961,2.052728,1.310656,2.643143,5.198046,0.000000,0.737562,0.703619,0.684041
1993,Female,Mortality,Acute lymphoblastic leukaemia,1.431070,0.802660,0.976768,0.635869,0.845162,0.294444,0.411200,0.145565,1.083368,0.349702,0.230877,0.799991,1.114495,0.845845,1.320232,2.177331,6.327632,3.291395,0.000000,0.878310,0.817462,0.817081
1994,Female,Mortality,Acute lymphoblastic leukaemia,0.475355,0.641358,0.643870,0.645233,0.707299,0.590710,0.272938,0.143646,0.305125,0.504716,0.221378,0.780181,0.842990,0.565862,1.264207,1.760641,2.398959,0.786850,0.000000,0.597569,0.566415,0.571304
1995,Female,Mortality,Acute lymphoblastic leukaemia,0.792101,0.955536,0.000000,0.487445,0.285261,0.292268,0.411682,0.140828,0.450779,0.325458,0.632761,0.507655,0.562789,0.850304,0.932494,3.010403,1.746389,4.484171,0.000000,0.616851,0.540274,0.545418
1996,Female,Mortality,Acute lymphoblastic leukaemia,0.795245,0.946260,0.787078,0.322502,0.146206,0.568624,0.277426,0.275322,0.295753,0.313895,0.404064,0.246585,0.563531,0.283287,1.536518,1.236588,2.276141,3.548566,0.000000,0.577895,0.550174,0.541976
1997,Female,Mortality,Acute lymphoblastic leukaemia,0.477360,0.938190,0.627878,0.645771,0.300593,0.277230,0.140335,0.811405,0.435637,0.312631,0.935473,0.238681,1.382250,0.570750,0.917681,0.000000,0.558887,2.691120,0.000000,0.584049,0.577294,0.567056
1998,Female,Mortality,Acute lymphoblastic leukaemia,0.479816,1.239924,0.939613,1.283355,0.000000,0.274409,0.850077,0.133554,0.143084,0.307515,0.877905,0.928010,0.810016,0.000000,1.518727,0.748192,2.209298,3.848053,0.000000,0.701185,0.671203,0.672354
1999,Female,Mortality,Acute lymphoblastic leukaemia,0.320971,0.461677,0.466725,0.791818,0.157229,0.549809,0.000000,0.132630,0.140722,0.000000,0.168223,0.222240,1.309151,1.162642,0.603593,1.074502,2.197826,0.605455,0.000000,0.425732,0.412297,0.406668
2000,Female,Mortality,Acute lymphoblastic leukaemia,0.161159,0.153095,0.462892,1.087238,0.158650,0.416043,0.000000,0.265922,0.689904,0.298415,0.161487,0.425109,1.014410,1.166565,1.809807,1.049219,2.118610,2.297741,0.000000,0.535895,0.464812,0.477853
2001,Female,Mortality,Acute lymphoblastic leukaemia,0.483378,0.612159,0.152525,0.152478,0.472006,0.142957,0.680133,0.268041,0.675454,0.000000,0.155314,0.812085,0.740220,0.870633,1.202783,1.723977,2.494562,1.647673,0.000000,0.526444,0.451270,0.471949
2002,Female,Mortality,Acute lymphoblastic leukaemia,0.000000,0.614776,0.603936,0.453224,0.154585,0.146689,0.665092,0.271095,0.397110,0.145006,0.621396,0.939814,0.240254,0.284046,0.606566,3.081654,1.909992,2.660593,0.000000,0.530820,0.422017,0.460741
