,Data type,Cancer group/site,Year,Sex,State or Territory,Count,"Age-standardised rate
2001 Australian Standard Population 
(per 100,000)","Age-standardised rate
2023 Australian population 
(per 100,000)",Unnamed: 8,ICD-10 codes
1173,Incidence,Non-melanoma skin cancer (rare types),2006.0,Females,Western Australia,37,3.3,4.3, ,C44
1174,Incidence,Non-melanoma skin cancer (rare types),2006.0,Females,South Australia,5,0.4,0.6, ,C44
1175,Incidence,Non-melanoma skin cancer (rare types),2006.0,Females,Tasmania,5,1.6,2.1, ,C44
1176,Incidence,Non-melanoma skin cancer (rare types),2006.0,Females,Australian Capital Territory,3,n.p.,n.p., ,C44
1177,Incidence,Non-melanoma skin cancer (rare types),2006.0,Females,Northern Territory,0,0,0, ,C44
1178,Incidence,Non-melanoma skin cancer (rare types),2006.0,Females,Australia,232,1.9,2.5, ,C44
1179,Incidence,Non-melanoma skin cancer (rare types),2006.0,Persons,New South Wales,300,4.1,5.3, ,C44
1180,Incidence,Non-melanoma skin cancer (rare types),2006.0,Persons,Victoria,67,1.2,1.6, ,C44
1181,Incidence,Non-melanoma skin cancer (rare types),2006.0,Persons,Queensland,105,2.6,3.5, ,C44
1182,Incidence,Non-melanoma skin cancer (rare types),2006.0,Persons,Western Australia,94,4.6,6.1, ,C44
1183,Incidence,Non-melanoma skin cancer (rare types),2006.0,Persons,South Australia,22,1.1,1.5, ,C44
1184,Incidence,Non-melanoma skin cancer (rare types),2006.0,Persons,Tasmania,15,2.6,3.5, ,C44
1185,Incidence,Non-melanoma skin cancer (rare types),2006.0,Persons,Australian Capital Territory,8,3.1,3.9, ,C44
1186,Incidence,Non-melanoma skin cancer (rare types),2006.0,Persons,Northern Territory,0,0,0, ,C44
1187,Incidence,Non-melanoma skin cancer (rare types),2006.0,Persons,Australia,611,2.8,3.7, ,C44
1188,Incidence,Non-melanoma skin cancer (rare types),2007.0,Males,New South Wales,178,5.4,7.2, ,C44
1189,Incidence,Non-melanoma skin cancer (rare types),2007.0,Males,Victoria,53,2.1,2.7, ,C44
1190,Incidence,Non-melanoma skin cancer (rare types),2007.0,Males,Queensland,108,5.8,7.6, ,C44
1191,Incidence,Non-melanoma skin cancer (rare types),2007.0,Males,Western Australia,48,5.2,7, ,C44
1192,Incidence,Non-melanoma skin cancer (rare types),2007.0,Males,South Australia,14,1.6,2.2, ,C44
1193,Incidence,Non-melanoma skin cancer (rare types),2007.0,Males,Tasmania,12,4.4,5.5, ,C44
1194,Incidence,Non-melanoma skin cancer (rare types),2007.0,Males,Australian Capital Territory,5,4.3,5.8, ,C44
1195,Incidence,Non-melanoma skin cancer (rare types),2007.0,Males,Northern Territory,0,0,0, ,C44
1196,Incidence,Non-melanoma skin cancer (rare types),2007.0,Males,Australia,415,4.2,5.6, ,C44
1197,Incidence,Non-melanoma skin cancer (rare types),2007.0,Females,New South Wales,119,2.7,3.6, ,C44
1198,Incidence,Non-melanoma skin cancer (rare types),2007.0,Females,Victoria,36,1.1,1.5, ,C44
1199,Incidence,Non-melanoma skin cancer (rare types),2007.0,Females,Queensland,49,2.1,2.8, ,C44
1200,Incidence,Non-melanoma skin cancer (rare types),2007.0,Females,Western Australia,25,2.2,2.9, ,C44
1201,Incidence,Non-melanoma skin cancer (rare types),2007.0,Females,South Australia,8,0.6,0.9, ,C44
1202,Incidence,Non-melanoma skin cancer (rare types),2007.0,Females,Tasmania,6,1.7,2.4, ,C44
1203,Incidence,Non-melanoma skin cancer (rare types),2007.0,Females,Australian Capital Territory,2,n.p.,n.p., ,C44
1204,Incidence,Non-melanoma skin cancer (rare types),2007.0,Females,Northern Territory,0,0,0, ,C44
1205,Incidence,Non-melanoma skin cancer (rare types),2007.0,Females,Australia,243,1.9,2.5, ,C44
1206,Incidence,Non-melanoma skin cancer (rare types),2007.0,Persons,New South Wales,297,3.9,5.1, ,C44
1207,Incidence,Non-melanoma skin cancer (rare types),2007.0,Persons,Victoria,89,1.6,2, ,C44
1208,Incidence,Non-melanoma skin cancer (rare types),2007.0,Persons,Queensland,157,3.8,4.9, ,C44
1209,Incidence,Non-melanoma skin cancer (rare types),2007.0,Persons,Western Australia,73,3.5,4.7, ,C44
1210,Incidence,Non-melanoma skin cancer (rare types),2007.0,Persons,South Australia,22,1.1,1.5, ,C44
1211,Incidence,Non-melanoma skin cancer (rare types),2007.0,Persons,Tasmania,18,3,3.9, ,C44
1212,Incidence,Non-melanoma skin cancer (rare types),2007.0,Persons,Australian Capital Territory,7,2.7,3.5, ,C44
1213,Incidence,Non-melanoma skin cancer (rare types),2007.0,Persons,Northern Territory,0,0,0, ,C44
1214,Incidence,Non-melanoma skin cancer (rare types),2007.0,Persons,Australia,658,2.9,3.8, ,C44
1215,Incidence,Non-melanoma skin cancer (rare types),2008.0,Males,New South Wales,166,5,6.7, ,C44
1216,Incidence,Non-melanoma skin cancer (rare types),2008.0,Males,Victoria,39,1.5,2, ,C44
1217,Incidence,Non-melanoma skin cancer (rare types),2008.0,Males,Queensland,119,6.1,8.1, ,C44
1218,Incidence,Non-melanoma skin cancer (rare types),2008.0,Males,Western Australia,52,5.5,7.3, ,C44
1219,Incidence,Non-melanoma skin cancer (rare types),2008.0,Males,South Australia,11,1.3,1.7, ,C44
1220,Incidence,Non-melanoma skin cancer (rare types),2008.0,Males,Tasmania,7,2.7,4, ,C44
1221,Incidence,Non-melanoma skin cancer (rare types),2008.0,Males,Australian Capital Territory,4,n.p.,n.p., ,C44
1222,Incidence,Non-melanoma skin cancer (rare types),2008.0,Males,Northern Territory,1,n.p.,n.p., ,C44
1223,Incidence,Non-melanoma skin cancer (rare types),2008.0,Males,Australia,401,4,5.3, ,C44
1224,Incidence,Non-melanoma skin cancer (rare types),2008.0,Females,New South Wales,127,2.8,3.9, ,C44
1225,Incidence,Non-melanoma skin cancer (rare types),2008.0,Females,Victoria,30,0.9,1.2, ,C44
1226,Incidence,Non-melanoma skin cancer (rare types),2008.0,Females,Queensland,38,1.6,2.2, ,C44
1227,Incidence,Non-melanoma skin cancer (rare types),2008.0,Females,Western Australia,29,2.4,3.1, ,C44
1228,Incidence,Non-melanoma skin cancer (rare types),2008.0,Females,South Australia,6,0.4,0.6, ,C44
1229,Incidence,Non-melanoma skin cancer (rare types),2008.0,Females,Tasmania,8,2.4,3.2, ,C44
1230,Incidence,Non-melanoma skin cancer (rare types),2008.0,Females,Australian Capital Territory,2,n.p.,n.p., ,C44
1231,Incidence,Non-melanoma skin cancer (rare types),2008.0,Females,Northern Territory,0,0,0, ,C44
1232,Incidence,Non-melanoma skin cancer (rare types),2008.0,Females,Australia,241,1.8,2.5, ,C44
1233,Incidence,Non-melanoma skin cancer (rare types),2008.0,Persons,New South Wales,293,3.7,5, ,C44
1234,Incidence,Non-melanoma skin cancer (rare types),2008.0,Persons,Victoria,69,1.2,1.6, ,C44
1235,Incidence,Non-melanoma skin cancer (rare types),2008.0,Persons,Queensland,157,3.7,4.9, ,C44
1236,Incidence,Non-melanoma skin cancer (rare types),2008.0,Persons,Western Australia,81,3.8,5, ,C44
1237,Incidence,Non-melanoma skin cancer (rare types),2008.0,Persons,South Australia,17,0.8,1.1, ,C44
1238,Incidence,Non-melanoma skin cancer (rare types),2008.0,Persons,Tasmania,15,2.4,3.3, ,C44
1239,Incidence,Non-melanoma skin cancer (rare types),2008.0,Persons,Australian Capital Territory,6,2.1,2.8, ,C44
1240,Incidence,Non-melanoma skin cancer (rare types),2008.0,Persons,Northern Territory,1,n.p.,n.p., ,C44
1241,Incidence,Non-melanoma skin cancer (rare types),2008.0,Persons,Australia,642,2.8,3.7, ,C44
1242,Incidence,Non-melanoma skin cancer (rare types),2009.0,Males,New South Wales,190,5.5,7.3, ,C44
1243,Incidence,Non-melanoma skin cancer (rare types),2009.0,Males,Victoria,47,1.8,2.3, ,C44
1244,Incidence,Non-melanoma skin cancer (rare types),2009.0,Males,Queensland,135,7,9.3, ,C44
1245,Incidence,Non-melanoma skin cancer (rare types),2009.0,Males,Western Australia,46,4.6,6, ,C44
1246,Incidence,Non-melanoma skin cancer (rare types),2009.0,Males,South Australia,15,1.7,2.3, ,C44
1247,Incidence,Non-melanoma skin cancer (rare types),2009.0,Males,Tasmania,9,3.2,4.3, ,C44
1248,Incidence,Non-melanoma skin cancer (rare types),2009.0,Males,Australian Capital Territory,3,n.p.,n.p., ,C44
1249,Incidence,Non-melanoma skin cancer (rare types),2009.0,Males,Northern Territory,1,n.p.,n.p., ,C44
1250,Incidence,Non-melanoma skin cancer (rare types),2009.0,Males,Australia,446,4.3,5.7, ,C44
1251,Incidence,Non-melanoma skin cancer (rare types),2009.0,Females,New South Wales,111,2.4,3.2, ,C44
1252,Incidence,Non-melanoma skin cancer (rare types),2009.0,Females,Victoria,32,0.9,1.3, ,C44
1253,Incidence,Non-melanoma skin cancer (rare types),2009.0,Females,Queensland,55,2.2,3, ,C44
1254,Incidence,Non-melanoma skin cancer (rare types),2009.0,Females,Western Australia,31,2.5,3.3, ,C44
1255,Incidence,Non-melanoma skin cancer (rare types),2009.0,Females,South Australia,11,0.9,1.3, ,C44
1256,Incidence,Non-melanoma skin cancer (rare types),2009.0,Females,Tasmania,5,1.5,1.9, ,C44
1257,Incidence,Non-melanoma skin cancer (rare types),2009.0,Females,Australian Capital Territory,2,n.p.,n.p., ,C44
1258,Incidence,Non-melanoma skin cancer (rare types),2009.0,Females,Northern Territory,0,0,0, ,C44
1259,Incidence,Non-melanoma skin cancer (rare types),2009.0,Females,Australia,248,1.8,2.5, ,C44
1260,Incidence,Non-melanoma skin cancer (rare types),2009.0,Persons,New South Wales,301,3.8,5, ,C44
1261,Incidence,Non-melanoma skin cancer (rare types),2009.0,Persons,Victoria,79,1.3,1.7, ,C44
1262,Incidence,Non-melanoma skin cancer (rare types),2009.0,Persons,Queensland,190,4.4,5.8, ,C44
1263,Incidence,Non-melanoma skin cancer (rare types),2009.0,Persons,Western Australia,77,3.5,4.6, ,C44
1264,Incidence,Non-melanoma skin cancer (rare types),2009.0,Persons,South Australia,26,1.3,1.8, ,C44
1265,Incidence,Non-melanoma skin cancer (rare types),2009.0,Persons,Tasmania,14,2.2,2.9, ,C44
1266,Incidence,Non-melanoma skin cancer (rare types),2009.0,Persons,Australian Capital Territory,5,1.9,2.6, ,C44
1267,Incidence,Non-melanoma skin cancer (rare types),2009.0,Persons,Northern Territory,1,n.p.,n.p., ,C44
1268,Incidence,Non-melanoma skin cancer (rare types),2009.0,Persons,Australia,694,2.9,3.9, ,C44
1269,Incidence,Non-melanoma skin cancer (rare types),2010.0,Males,New South Wales,174,4.8,6.4, ,C44
1270,Incidence,Non-melanoma skin cancer (rare types),2010.0,Males,Victoria,49,1.8,2.5, ,C44
1271,Incidence,Non-melanoma skin cancer (rare types),2010.0,Males,Queensland,118,5.7,7.7, ,C44
1272,Incidence,Non-melanoma skin cancer (rare types),2010.0,Males,Western Australia,51,5.2,6.9, ,C44
1273,Incidence,Non-melanoma skin cancer (rare types),2010.0,Males,South Australia,22,2.4,3.4, ,C44
1274,Incidence,Non-melanoma skin cancer (rare types),2010.0,Males,Tasmania,12,4.1,5.3, ,C44
1275,Incidence,Non-melanoma skin cancer (rare types),2010.0,Males,Australian Capital Territory,4,n.p.,n.p., ,C44
1276,Incidence,Non-melanoma skin cancer (rare types),2010.0,Males,Northern Territory,1,n.p.,n.p., ,C44
1277,Incidence,Non-melanoma skin cancer (rare types),2010.0,Males,Australia,434,4,5.4, ,C44
1278,Incidence,Non-melanoma skin cancer (rare types),2010.0,Females,New South Wales,120,2.6,3.4, ,C44
1279,Incidence,Non-melanoma skin cancer (rare types),2010.0,Females,Victoria,33,1,1.2, ,C44
1280,Incidence,Non-melanoma skin cancer (rare types),2010.0,Females,Queensland,64,2.6,3.4, ,C44
1281,Incidence,Non-melanoma skin cancer (rare types),2010.0,Females,Western Australia,29,2.3,3.1, ,C44
1282,Incidence,Non-melanoma skin cancer (rare types),2010.0,Females,South Australia,7,0.6,0.8, ,C44
1283,Incidence,Non-melanoma skin cancer (rare types),2010.0,Females,Tasmania,10,2.9,3.7, ,C44
1284,Incidence,Non-melanoma skin cancer (rare types),2010.0,Females,Australian Capital Territory,2,n.p.,n.p., ,C44
1285,Incidence,Non-melanoma skin cancer (rare types),2010.0,Females,Northern Territory,0,0,0, ,C44
1286,Incidence,Non-melanoma skin cancer (rare types),2010.0,Females,Australia,265,1.9,2.6, ,C44
1287,Incidence,Non-melanoma skin cancer (rare types),2010.0,Persons,New South Wales,294,3.6,4.8, ,C44
1288,Incidence,Non-melanoma skin cancer (rare types),2010.0,Persons,Victoria,82,1.3,1.8, ,C44
1289,Incidence,Non-melanoma skin cancer (rare types),2010.0,Persons,Queensland,182,4,5.4, ,C44
1290,Incidence,Non-melanoma skin cancer (rare types),2010.0,Persons,Western Australia,80,3.6,4.8, ,C44
1291,Incidence,Non-melanoma skin cancer (rare types),2010.0,Persons,South Australia,29,1.4,1.9, ,C44
1292,Incidence,Non-melanoma skin cancer (rare types),2010.0,Persons,Tasmania,22,3.6,4.6, ,C44
1293,Incidence,Non-melanoma skin cancer (rare types),2010.0,Persons,Australian Capital Territory,6,2.1,2.9, ,C44
1294,Incidence,Non-melanoma skin cancer (rare types),2010.0,Persons,Northern Territory,1,n.p.,n.p., ,C44
1295,Incidence,Non-melanoma skin cancer (rare types),2010.0,Persons,Australia,699,2.9,3.8, ,C44
1296,Incidence,Non-melanoma skin cancer (rare types),2011.0,Males,New South Wales,188,5,6.8, ,C44
1297,Incidence,Non-melanoma skin cancer (rare types),2011.0,Males,Victoria,37,1.4,1.9, ,C44
1298,Incidence,Non-melanoma skin cancer (rare types),2011.0,Males,Queensland,121,5.7,7.6, ,C44
1299,Incidence,Non-melanoma skin cancer (rare types),2011.0,Males,Western Australia,58,5.4,7, ,C44
1300,Incidence,Non-melanoma skin cancer (rare types),2011.0,Males,South Australia,30,3.2,4.2, ,C44
1301,Incidence,Non-melanoma skin cancer (rare types),2011.0,Males,Tasmania,10,3.5,4.6, ,C44
1302,Incidence,Non-melanoma skin cancer (rare types),2011.0,Males,Australian Capital Territory,4,n.p.,n.p., ,C44
1303,Incidence,Non-melanoma skin cancer (rare types),2011.0,Males,Northern Territory,1,n.p.,n.p., ,C44
1304,Incidence,Non-melanoma skin cancer (rare types),2011.0,Males,Australia,450,4,5.4, ,C44
1305,Incidence,Non-melanoma skin cancer (rare types),2011.0,Females,New South Wales,106,2.3,3, ,C44
1306,Incidence,Non-melanoma skin cancer (rare types),2011.0,Females,Victoria,23,0.6,0.8, ,C44
1307,Incidence,Non-melanoma skin cancer (rare types),2011.0,Females,Queensland,60,2.3,3.1, ,C44
1308,Incidence,Non-melanoma skin cancer (rare types),2011.0,Females,Western Australia,39,3.2,4.3, ,C44
1309,Incidence,Non-melanoma skin cancer (rare types),2011.0,Females,South Australia,6,0.5,0.7, ,C44
1310,Incidence,Non-melanoma skin cancer (rare types),2011.0,Females,Tasmania,2,n.p.,n.p., ,C44
1311,Incidence,Non-melanoma skin cancer (rare types),2011.0,Females,Australian Capital Territory,2,n.p.,n.p., ,C44
1312,Incidence,Non-melanoma skin cancer (rare types),2011.0,Females,Northern Territory,0,0,0, ,C44
1313,Incidence,Non-melanoma skin cancer (rare types),2011.0,Females,Australia,238,1.7,2.3, ,C44
1314,Incidence,Non-melanoma skin cancer (rare types),2011.0,Persons,New South Wales,294,3.4,4.6, ,C44
1315,Incidence,Non-melanoma skin cancer (rare types),2011.0,Persons,Victoria,60,0.9,1.3, ,C44
1316,Incidence,Non-melanoma skin cancer (rare types),2011.0,Persons,Queensland,181,3.9,5.2, ,C44
1317,Incidence,Non-melanoma skin cancer (rare types),2011.0,Persons,Western Australia,97,4.2,5.6, ,C44
1318,Incidence,Non-melanoma skin cancer (rare types),2011.0,Persons,South Australia,36,1.7,2.3, ,C44
1319,Incidence,Non-melanoma skin cancer (rare types),2011.0,Persons,Tasmania,12,1.9,2.5, ,C44
1320,Incidence,Non-melanoma skin cancer (rare types),2011.0,Persons,Australian Capital Territory,6,1.9,2.6, ,C44
1321,Incidence,Non-melanoma skin cancer (rare types),2011.0,Persons,Northern Territory,2,n.p.,n.p., ,C44
1322,Incidence,Non-melanoma skin cancer (rare types),2011.0,Persons,Australia,688,2.8,3.7, ,C44
1323,Incidence,Non-melanoma skin cancer (rare types),2012.0,Males,New South Wales,200,5.3,7.1, ,C44
1324,Incidence,Non-melanoma skin cancer (rare types),2012.0,Males,Victoria,36,1.2,1.6, ,C44
1325,Incidence,Non-melanoma skin cancer (rare types),2012.0,Males,Queensland,131,6,8.2, ,C44
1326,Incidence,Non-melanoma skin cancer (rare types),2012.0,Males,Western Australia,71,6.5,8.7, ,C44
1327,Incidence,Non-melanoma skin cancer (rare types),2012.0,Males,South Australia,24,2.5,3.4, ,C44
1328,Incidence,Non-melanoma skin cancer (rare types),2012.0,Males,Tasmania,11,3.5,4.5, ,C44
1329,Incidence,Non-melanoma skin cancer (rare types),2012.0,Males,Australian Capital Territory,5,3.3,4.7, ,C44
1330,Incidence,Non-melanoma skin cancer (rare types),2012.0,Males,Northern Territory,1,n.p.,n.p., ,C44
1331,Incidence,Non-melanoma skin cancer (rare types),2012.0,Males,Australia,478,4.2,5.6, ,C44
1332,Incidence,Non-melanoma skin cancer (rare types),2012.0,Females,New South Wales,115,2.3,3.1, ,C44
1333,Incidence,Non-melanoma skin cancer (rare types),2012.0,Females,Victoria,27,0.7,1, ,C44
1334,Incidence,Non-melanoma skin cancer (rare types),2012.0,Females,Queensland,72,2.7,3.6, ,C44
1335,Incidence,Non-melanoma skin cancer (rare types),2012.0,Females,Western Australia,47,3.6,4.7, ,C44
1336,Incidence,Non-melanoma skin cancer (rare types),2012.0,Females,South Australia,13,0.9,1.2, ,C44
1337,Incidence,Non-melanoma skin cancer (rare types),2012.0,Females,Tasmania,8,2,2.8, ,C44
1338,Incidence,Non-melanoma skin cancer (rare types),2012.0,Females,Australian Capital Territory,2,n.p.,n.p., ,C44
1339,Incidence,Non-melanoma skin cancer (rare types),2012.0,Females,Northern Territory,1,n.p.,n.p., ,C44
1340,Incidence,Non-melanoma skin cancer (rare types),2012.0,Females,Australia,285,2,2.6, ,C44
1341,Incidence,Non-melanoma skin cancer (rare types),2012.0,Persons,New South Wales,315,3.6,4.9, ,C44
1342,Incidence,Non-melanoma skin cancer (rare types),2012.0,Persons,Victoria,63,1,1.3, ,C44
1343,Incidence,Non-melanoma skin cancer (rare types),2012.0,Persons,Queensland,203,4.2,5.7, ,C44
1344,Incidence,Non-melanoma skin cancer (rare types),2012.0,Persons,Western Australia,118,4.9,6.4, ,C44
1345,Incidence,Non-melanoma skin cancer (rare types),2012.0,Persons,South Australia,37,1.6,2.2, ,C44
1346,Incidence,Non-melanoma skin cancer (rare types),2012.0,Persons,Tasmania,19,2.8,3.7, ,C44
1347,Incidence,Non-melanoma skin cancer (rare types),2012.0,Persons,Australian Capital Territory,7,2.1,2.8, ,C44
1348,Incidence,Non-melanoma skin cancer (rare types),2012.0,Persons,Northern Territory,2,n.p.,n.p., ,C44
1349,Incidence,Non-melanoma skin cancer (rare types),2012.0,Persons,Australia,763,3,4, ,C44
1350,Incidence,Non-melanoma skin cancer (rare types),2013.0,Males,New South Wales,240,6.1,8.1, ,C44
1351,Incidence,Non-melanoma skin cancer (rare types),2013.0,Males,Victoria,56,1.9,2.5, ,C44
1352,Incidence,Non-melanoma skin cancer (rare types),2013.0,Males,Queensland,149,6.7,8.8, ,C44
1353,Incidence,Non-melanoma skin cancer (rare types),2013.0,Males,Western Australia,87,7.8,10.8, ,C44
1354,Incidence,Non-melanoma skin cancer (rare types),2013.0,Males,South Australia,23,2.3,3.1, ,C44
1355,Incidence,Non-melanoma skin cancer (rare types),2013.0,Males,Tasmania,12,3.9,4.9, ,C44
1356,Incidence,Non-melanoma skin cancer (rare types),2013.0,Males,Australian Capital Territory,5,3.5,4.9, ,C44
1357,Incidence,Non-melanoma skin cancer (rare types),2013.0,Males,Northern Territory,1,n.p.,n.p., ,C44
1358,Incidence,Non-melanoma skin cancer (rare types),2013.0,Males,Australia,575,4.9,6.5, ,C44
1359,Incidence,Non-melanoma skin cancer (rare types),2013.0,Females,New South Wales,116,2.4,3.1, ,C44
1360,Incidence,Non-melanoma skin cancer (rare types),2013.0,Females,Victoria,29,0.7,1, ,C44
1361,Incidence,Non-melanoma skin cancer (rare types),2013.0,Females,Queensland,72,2.7,3.6, ,C44
1362,Incidence,Non-melanoma skin cancer (rare types),2013.0,Females,Western Australia,44,3.2,4.3, ,C44
1363,Incidence,Non-melanoma skin cancer (rare types),2013.0,Females,South Australia,9,0.8,0.9, ,C44
1364,Incidence,Non-melanoma skin cancer (rare types),2013.0,Females,Tasmania,5,1.4,1.8, ,C44
1365,Incidence,Non-melanoma skin cancer (rare types),2013.0,Females,Australian Capital Territory,2,n.p.,n.p., ,C44
1366,Incidence,Non-melanoma skin cancer (rare types),2013.0,Females,Northern Territory,0,0,0, ,C44
1367,Incidence,Non-melanoma skin cancer (rare types),2013.0,Females,Australia,275,1.9,2.5, ,C44
1368,Incidence,Non-melanoma skin cancer (rare types),2013.0,Persons,New South Wales,356,4,5.3, ,C44
1369,Incidence,Non-melanoma skin cancer (rare types),2013.0,Persons,Victoria,85,1.2,1.7, ,C44
1370,Incidence,Non-melanoma skin cancer (rare types),2013.0,Persons,Queensland,221,4.5,5.9, ,C44
1371,Incidence,Non-melanoma skin cancer (rare types),2013.0,Persons,Western Australia,131,5.2,7.1, ,C44
1372,Incidence,Non-melanoma skin cancer (rare types),2013.0,Persons,South Australia,32,1.5,1.9, ,C44
1373,Incidence,Non-melanoma skin cancer (rare types),2013.0,Persons,Tasmania,17,2.5,3.2, ,C44
1374,Incidence,Non-melanoma skin cancer (rare types),2013.0,Persons,Australian Capital Territory,7,2,2.7, ,C44
1375,Incidence,Non-melanoma skin cancer (rare types),2013.0,Persons,Northern Territory,2,n.p.,n.p., ,C44
1376,Incidence,Non-melanoma skin cancer (rare types),2013.0,Persons,Australia,850,3.2,4.3, ,C44
1377,Incidence,Non-melanoma skin cancer (rare types),2014.0,Males,New South Wales,224,5.5,7.4, ,C44
1378,Incidence,Non-melanoma skin cancer (rare types),2014.0,Males,Victoria,83,2.7,3.6, ,C44
1379,Incidence,Non-melanoma skin cancer (rare types),2014.0,Males,Queensland,131,5.6,7.5, ,C44
1380,Incidence,Non-melanoma skin cancer (rare types),2014.0,Males,Western Australia,77,6.5,8.6, ,C44
1381,Incidence,Non-melanoma skin cancer (rare types),2014.0,Males,South Australia,27,2.7,3.6, ,C44
1382,Incidence,Non-melanoma skin cancer (rare types),2014.0,Males,Tasmania,11,3.9,5, ,C44
1383,Incidence,Non-melanoma skin cancer (rare types),2014.0,Males,Australian Capital Territory,5,3.5,4.8, ,C44
1384,Incidence,Non-melanoma skin cancer (rare types),2014.0,Males,Northern Territory,1,n.p.,n.p., ,C44
1385,Incidence,Non-melanoma skin cancer (rare types),2014.0,Males,Australia,560,4.6,6.1, ,C44
1386,Incidence,Non-melanoma skin cancer (rare types),2014.0,Females,New South Wales,117,2.3,3.1, ,C44
1387,Incidence,Non-melanoma skin cancer (rare types),2014.0,Females,Victoria,38,0.9,1.3, ,C44
1388,Incidence,Non-melanoma skin cancer (rare types),2014.0,Females,Queensland,74,2.7,3.6, ,C44
1389,Incidence,Non-melanoma skin cancer (rare types),2014.0,Females,Western Australia,43,3.1,3.9, ,C44
1390,Incidence,Non-melanoma skin cancer (rare types),2014.0,Females,South Australia,16,1.3,1.7, ,C44
1391,Incidence,Non-melanoma skin cancer (rare types),2014.0,Females,Tasmania,5,1.4,1.7, ,C44
1392,Incidence,Non-melanoma skin cancer (rare types),2014.0,Females,Australian Capital Territory,1,n.p.,n.p., ,C44
1393,Incidence,Non-melanoma skin cancer (rare types),2014.0,Females,Northern Territory,0,0,0, ,C44
1394,Incidence,Non-melanoma skin cancer (rare types),2014.0,Females,Australia,294,2,2.6, ,C44
1395,Incidence,Non-melanoma skin cancer (rare types),2014.0,Persons,New South Wales,341,3.8,5, ,C44
1396,Incidence,Non-melanoma skin cancer (rare types),2014.0,Persons,Victoria,121,1.7,2.3, ,C44
1397,Incidence,Non-melanoma skin cancer (rare types),2014.0,Persons,Queensland,205,4,5.3, ,C44
1398,Incidence,Non-melanoma skin cancer (rare types),2014.0,Persons,Western Australia,120,4.7,6.1, ,C44
1399,Incidence,Non-melanoma skin cancer (rare types),2014.0,Persons,South Australia,43,1.9,2.5, ,C44
1400,Incidence,Non-melanoma skin cancer (rare types),2014.0,Persons,Tasmania,16,2.5,3.1, ,C44
1401,Incidence,Non-melanoma skin cancer (rare types),2014.0,Persons,Australian Capital Territory,7,1.9,2.6, ,C44
1402,Incidence,Non-melanoma skin cancer (rare types),2014.0,Persons,Northern Territory,2,n.p.,n.p., ,C44
1403,Incidence,Non-melanoma skin cancer (rare types),2014.0,Persons,Australia,854,3.2,4.2, ,C44
1404,Incidence,Non-melanoma skin cancer (rare types),2015.0,Males,New South Wales,250,6,8.2, ,C44
1405,Incidence,Non-melanoma skin cancer (rare types),2015.0,Males,Victoria,79,2.5,3.3, ,C44
1406,Incidence,Non-melanoma skin cancer (rare types),2015.0,Males,Queensland,138,5.7,7.5, ,C44
1407,Incidence,Non-melanoma skin cancer (rare types),2015.0,Males,Western Australia,82,7,9.2, ,C44
1408,Incidence,Non-melanoma skin cancer (rare types),2015.0,Males,South Australia,30,3,3.9, ,C44
1409,Incidence,Non-melanoma skin cancer (rare types),2015.0,Males,Tasmania,10,3.1,4.3, ,C44
1410,Incidence,Non-melanoma skin cancer (rare types),2015.0,Males,Australian Capital Territory,5,3.4,4.6, ,C44
1411,Incidence,Non-melanoma skin cancer (rare types),2015.0,Males,Northern Territory,2,n.p.,n.p., ,C44
1412,Incidence,Non-melanoma skin cancer (rare types),2015.0,Males,Australia,598,4.8,6.4, ,C44
1413,Incidence,Non-melanoma skin cancer (rare types),2015.0,Females,New South Wales,137,2.6,3.5, ,C44
1414,Incidence,Non-melanoma skin cancer (rare types),2015.0,Females,Victoria,39,1,1.3, ,C44
1415,Incidence,Non-melanoma skin cancer (rare types),2015.0,Females,Queensland,83,2.9,3.9, ,C44
1416,Incidence,Non-melanoma skin cancer (rare types),2015.0,Females,Western Australia,43,2.9,3.9, ,C44
1417,Incidence,Non-melanoma skin cancer (rare types),2015.0,Females,South Australia,15,0.9,1.3, ,C44
1418,Incidence,Non-melanoma skin cancer (rare types),2015.0,Females,Tasmania,14,3.7,4.8, ,C44
1419,Incidence,Non-melanoma skin cancer (rare types),2015.0,Females,Australian Capital Territory,1,n.p.,n.p., ,C44
1420,Incidence,Non-melanoma skin cancer (rare types),2015.0,Females,Northern Territory,0,0,0, ,C44
1421,Incidence,Non-melanoma skin cancer (rare types),2015.0,Females,Australia,333,2.1,2.9, ,C44
1422,Incidence,Non-melanoma skin cancer (rare types),2015.0,Persons,New South Wales,387,4.1,5.6, ,C44
1423,Incidence,Non-melanoma skin cancer (rare types),2015.0,Persons,Victoria,118,1.6,2.2, ,C44
1424,Incidence,Non-melanoma skin cancer (rare types),2015.0,Persons,Queensland,221,4.2,5.6, ,C44
1425,Incidence,Non-melanoma skin cancer (rare types),2015.0,Persons,Western Australia,125,4.8,6.4, ,C44
1426,Incidence,Non-melanoma skin cancer (rare types),2015.0,Persons,South Australia,45,1.9,2.5, ,C44
1427,Incidence,Non-melanoma skin cancer (rare types),2015.0,Persons,Tasmania,24,3.4,4.5, ,C44
1428,Incidence,Non-melanoma skin cancer (rare types),2015.0,Persons,Australian Capital Territory,7,1.9,2.5, ,C44
1429,Incidence,Non-melanoma skin cancer (rare types),2015.0,Persons,Northern Territory,2,n.p.,n.p., ,C44
